Слово,Семантическая роль,Полная семантическая разметка
Мужчины,агенс,t:hum;r:concr;der:s
Мужчины,аудитория,t:hum;r:concr;der:s
Юрасова,агенс,t:hum;r:propn;t:famn
Юрасова,аудитория,t:hum;r:propn;t:famn
дама,агенс,t:hum;r:concr
дама,аудитория,t:hum;r:concr
дама,агенс,t:hum;r:concr
дама,аудитория,t:hum;r:concr
Наконец,аспект,der:s;t:time
прежде,аспект,dt:time;der:a;t:time
Юрасова,агенс,t:hum;r:propn;t:famn
Юрасова,аудитория,t:hum;r:propn;t:famn
жёлтые,атрибут,t:physq:color;r:qual
настоящего,аспект,r:rel;t:time
ночи,аспект,pc:day;r:abstr;pt:part;t:time
господина,агенс,t:hum;r:concr
господина,аудитория,t:hum;r:concr
тут,адресат,t:place;r:dem
баба,агенс,t:food;t:tool;pc:tool:device;pt:part;t:hum;r:concr
баба,аудитория,t:food;t:tool;pc:tool:device;pt:part;t:hum;r:concr
Толстой,агенс,t:hum;r:propn;t:famn
Толстой,аудитория,t:hum;r:propn;t:famn
Толстым,агенс,t:hum;r:propn;t:famn
Толстым,аудитория,t:hum;r:propn;t:famn
человека,агенс,t:hum;r:concr
человека,аудитория,t:hum;r:concr
белой,атрибут,t:physq:color;r:qual
Лермонтов,агенс,t:hum;r:propn;t:famn
Лермонтов,аудитория,t:hum;r:propn;t:famn
Башмачкиных,агенс,t:hum;r:propn;t:famn
Башмачкиных,аудитория,t:hum;r:propn;t:famn
Голядкиных,агенс,t:hum;r:propn;t:famn
Голядкиных,аудитория,t:hum;r:propn;t:famn
Иуды,агенс,t:persn;t:hum;r:propn;r:concr;ev:neg
Иуды,адресат,t:persn;t:hum;r:propn;r:concr;ev:neg
Иуды,аудитория,t:persn;t:hum;r:propn;r:concr;ev:neg
Иуды,агенс,t:persn;t:hum;r:propn;r:concr;ev:neg
Иуды,адресат,t:persn;t:hum;r:propn;r:concr;ev:neg
Иуды,аудитория,t:persn;t:hum;r:propn;r:concr;ev:neg
окружающую,адресат,t:place;der:v;r:rel
поэта,агенс,t:hum;r:concr
поэта,аудитория,t:hum;r:concr
никогда,аспект,der:advpro;r:neg;t:time
Гейне,агенс,t:hum;r:propn;t:famn
Гейне,аудитория,t:hum;r:propn;t:famn
после,аспект,t:time
критика,агенс,t:hum;r:concr;der:s
критика,аудитория,t:hum;r:concr;der:s
Гейне,агенс,t:hum;r:propn;t:famn
Гейне,аудитория,t:hum;r:propn;t:famn
больного,агенс,t:hum;der:a;r:concr;der:subst
больного,аудитория,t:hum;der:a;r:concr;der:subst
отсюда,адресат,t:place;der:advpro;r:dem
уже,аспект,t:time
всегда,аспект,r:spec;t:time
уже,аспект,t:time
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
уже,аспект,t:time
где,адресат,t:place;r:rel
теперь,аспект,t:time;r:dem
контролёр,агенс,der:v;t:hum;r:concr;d:nag
контролёр,аудитория,der:v;t:hum;r:concr;d:nag
господин,агенс,t:hum;r:concr
господин,аудитория,t:hum;r:concr
тут,адресат,t:place;r:dem
Тютчев,агенс,t:hum;r:propn;t:famn
Тютчев,аудитория,t:hum;r:propn;t:famn
время,аспект,r:abstr;t:param;t:time
Тютчев,агенс,t:hum;r:propn;t:famn
Тютчев,аудитория,t:hum;r:propn;t:famn
ночь,аспект,pc:day;r:abstr;pt:part;t:time
ночи,аспект,pc:day;r:abstr;pt:part;t:time
Человек,агенс,t:hum;r:concr
Человек,аудитория,t:hum;r:concr
сирота,агенс,t:hum;r:concr;der:a
сирота,аудитория,t:hum;r:concr;der:a
теперь,аспект,t:time;r:dem
тёмной,атрибут,t:physq:color;r:qual
давно,аспект,t:time
минувшим,аспект,der:v;r:rel;dt:move;t:time
Теперь,аспект,t:time;r:dem
светлое,атрибут,t:physq:color;r:qual
Прогрессисты,агенс,t:hum;r:concr;der:s
Прогрессисты,аудитория,t:hum;r:concr;der:s
средневековыми,аспект,der:comp;r:rel;t:time
всегда,аспект,r:spec;t:time
новой,аспект,t:time;r:qual
никогда,аспект,der:advpro;r:neg;t:time
новой,аспект,t:time;r:qual
новому,аспект,t:time;r:qual
прогрессистам,агенс,t:hum;r:concr;der:s
прогрессистам,аудитория,t:hum;r:concr;der:s
новой,аспект,t:time;r:qual
современных,аспект,r:rel;der:s;t:time
романтики,агенс,t:hum;r:concr;der:s
романтики,аудитория,t:hum;r:concr;der:s
тёмные,атрибут,t:physq:color;r:qual
нового,аспект,t:time;r:qual
времени,аспект,r:abstr;t:param;t:time
внутри,адресат,t:place
личность,агенс,t:hum;ev;r:concr;der:s;ev:nonev
личность,аудитория,t:hum;ev;r:concr;der:s;ev:nonev
монаха,агенс,t:hum;r:concr
монаха,аудитория,t:hum;r:concr
рыцаря,агенс,t:hum;r:concr
рыцаря,аудитория,t:hum;r:concr
время,аспект,r:abstr;t:param;t:time
дамы,агенс,t:hum;r:concr
дамы,аудитория,t:hum;r:concr
трубадуры,агенс,der:comp;t:hum;r:concr;t:prof
трубадуры,аудитория,der:comp;t:hum;r:concr;t:prof
новому,аспект,t:time;r:qual
средневековая,аспект,der:comp;r:rel;t:time
уже,аспект,t:time
время,аспект,r:abstr;t:param;t:time
мыслителей,агенс,der:v;t:hum;r:concr;d:nag
мыслителей,аудитория,der:v;t:hum;r:concr;d:nag
ненужной,атрибут,dt:qual;d:neg;der:a;t:qual;r:qual
новому,аспект,t:time;r:qual
времени,аспект,r:abstr;t:param;t:time
средневековой,аспект,der:comp;r:rel;t:time
скорее,аспект,dt:speed:max;der:a;t:time
ночная,аспект,dt:abstr;dt:time;r:rel;der:s;t:time
ночная,аспект,dt:abstr;dt:time;r:rel;der:s;t:time
потом,аспект,t:time
дня,аспект,pc:day;r:abstr;pt:part;t:time
новой,аспект,t:time;r:qual
потом,аспект,t:time
Га-Ноцри,агенс,t:hum;r:propn;t:persn
Га-Ноцри,адресат,t:hum;r:propn;t:persn
Га-Ноцри,аудитория,t:hum;r:propn;t:persn
навсегда,аспект,der:advpro;t:time
прокуратора,агенс,t:hum;r:concr
прокуратора,аудитория,t:hum;r:concr
сейчас,аспект,der:comp;t:time
Пилата,агенс,t:hum;r:propn;t:famn;t:persn
Пилата,адресат,t:hum;r:propn;t:famn;t:persn
Пилата,аудитория,t:hum;r:propn;t:famn;t:persn
уже,аспект,t:time
прокуратору,агенс,t:hum;r:concr
прокуратору,аудитория,t:hum;r:concr
осуждённым,агенс,der:v;t:hum;r:concr;der:subst
осуждённым,аудитория,der:v;t:hum;r:concr;der:subst
Пилат,агенс,t:hum;r:propn;t:famn;t:persn
Пилат,адресат,t:hum;r:propn;t:famn;t:persn
Пилат,аудитория,t:hum;r:propn;t:famn;t:persn
тут,адресат,t:place;r:dem
прокуратор,агенс,t:hum;r:concr
прокуратор,аудитория,t:hum;r:concr
Беллетрист,агенс,t:hum;r:concr;der:s
Беллетрист,аудитория,t:hum;r:concr;der:s
Бескудников,агенс,t:hum;r:propn;t:famn
Бескудников,аудитория,t:hum;r:propn;t:famn
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
время,аспект,r:abstr;t:param;t:time
Бескудников,агенс,t:hum;r:propn;t:famn
Бескудников,аудитория,t:hum;r:propn;t:famn
соседу,агенс,t:hum;r:concr
соседу,аудитория,t:hum;r:concr
поэту,агенс,t:hum;r:concr
поэту,аудитория,t:hum;r:concr
Двубратскому,агенс,t:hum;r:propn;t:famn
Двубратскому,аудитория,t:hum;r:propn;t:famn
жёлтые,атрибут,t:physq:color;r:qual
Иван,агенс,t:hum;r:propn;t:persn
Иван,адресат,t:hum;r:propn;t:persn
Иван,аудитория,t:hum;r:propn;t:persn
Иван,агенс,t:hum;r:propn;t:persn
Иван,адресат,t:hum;r:propn;t:persn
Иван,аудитория,t:hum;r:propn;t:persn
Вашнер,агенс,t:hum;r:propn;t:famn
Вашнер,аудитория,t:hum;r:propn;t:famn
Вагнер,агенс,t:hum;r:propn;t:famn
Вагнер,аудитория,t:hum;r:propn;t:famn
Вайнер,агенс,t:hum;r:propn;t:famn
Вайнер,аудитория,t:hum;r:propn;t:famn
Вегнер,агенс,t:hum;r:propn;t:famn
Вегнер,аудитория,t:hum;r:propn;t:famn
Винтер,агенс,t:hum;r:propn;t:famn
Винтер,аудитория,t:hum;r:propn;t:famn
Ивана,агенс,t:hum;r:propn;t:persn
Ивана,адресат,t:hum;r:propn;t:persn
Ивана,аудитория,t:hum;r:propn;t:persn
Римский,агенс,t:hum;r:propn;t:famn
Римский,аудитория,t:hum;r:propn;t:famn
почтальонше,агенс,t:hum;d:fem;r:concr;der:s
почтальонше,аудитория,t:hum;d:fem;r:concr;der:s
Врач,агенс,t:hum;r:concr
Врач,аудитория,t:hum;r:concr
прав,адресат,t:place;r:rel
Вскоре,аспект,der:adv;t:time
заречный,адресат,t:place;dt:space;r:rel;der:s
прежним,аспект,r:rel;t:time
прежней,аспект,r:rel;t:time
Ивана,агенс,t:hum;r:propn;t:persn
Ивана,адресат,t:hum;r:propn;t:persn
Ивана,аудитория,t:hum;r:propn;t:persn
теперь,аспект,t:time;r:dem
поэт,агенс,t:hum;r:concr
поэт,аудитория,t:hum;r:concr
где,адресат,t:place;r:rel
больной,агенс,t:hum;der:a;r:concr;der:subst
больной,аудитория,t:hum;der:a;r:concr;der:subst
где,адресат,t:place;r:rel
мастер,агенс,t:hum;r:concr;t:prof
мастер,аудитория,t:hum;r:concr;t:prof
осеннюю,аспект,dt:time;dt:abstr;dt:time:season;der:s;t:time;r:rel
ночь,аспект,pc:day;r:abstr;pt:part;t:time
мадам,агенс,t:hum;r:concr
мадам,аудитория,t:hum;r:concr
Римскую,агенс,t:hum;r:propn;t:famn
Римскую,аудитория,t:hum;r:propn;t:famn
уборщицы,агенс,t:hum;d:fem;r:concr;d:nag;der:s
уборщицы,аудитория,t:hum;d:fem;r:concr;d:nag;der:s
финдиректора,агенс,der:comp;t:hum;r:concr;der:abbr
финдиректора,аудитория,der:comp;t:hum;r:concr;der:abbr
Служащих,агенс,der:v;t:hum;r:concr;der:subst
Служащих,аудитория,der:v;t:hum;r:concr;der:subst
время,аспект,r:abstr;t:param;t:time
Варьете,агенс,r:concr;r:abstr;t:org
Варьете,адресат,r:concr;r:abstr;t:org
служащих,агенс,der:v;t:hum;r:concr;der:subst
служащих,аудитория,der:v;t:hum;r:concr;der:subst
Варьете,агенс,r:concr;r:abstr;t:org
Варьете,адресат,r:concr;r:abstr;t:org
финдиректора,агенс,der:comp;t:hum;r:concr;der:abbr
финдиректора,аудитория,der:comp;t:hum;r:concr;der:abbr
желтоватые,атрибут,dt:physq:color;der:a;d:atten;t:physq:color;r:qual
затем,аспект,der:apro;t:time;r:dem
время,аспект,r:abstr;t:param;t:time
Маргарита,агенс,t:hum;r:propn;t:persn
Маргарита,адресат,t:hum;r:propn;t:persn
Маргарита,аудитория,t:hum;r:propn;t:persn
старушка,агенс,t:hum;d:fem;r:concr;der:s;d:dim
старушка,аудитория,t:hum;d:fem;r:concr;der:s;d:dim
Маргарита,агенс,t:hum;r:propn;t:persn
Маргарита,адресат,t:hum;r:propn;t:persn
Маргарита,аудитория,t:hum;r:propn;t:persn
Воланда,агенс,t:hum;r:propn;t:persn
Воланда,адресат,t:hum;r:propn;t:persn
Воланда,аудитория,t:hum;r:propn;t:persn
Чёрная,атрибут,t:physq:color;r:qual
сразу,аспект,t:time
Маргариты,агенс,t:hum;r:propn;t:persn
Маргариты,адресат,t:hum;r:propn;t:persn
Маргариты,аудитория,t:hum;r:propn;t:persn
отсюда,адресат,t:place;der:advpro;r:dem
внутренний,адресат,t:place;r:rel
Азазелло,агенс,t:hum;r:propn;t:persn
Азазелло,адресат,t:hum;r:propn;t:persn
Азазелло,аудитория,t:hum;r:propn;t:persn
Воланд,агенс,t:hum;r:propn;t:persn
Воланд,адресат,t:hum;r:propn;t:persn
Воланд,аудитория,t:hum;r:propn;t:persn
мастера,агенс,t:hum;r:concr;t:prof
мастера,аудитория,t:hum;r:concr;t:prof
ночью,аспект,pc:day;r:abstr;pt:part;t:time
Маргарита,агенс,t:hum;r:propn;t:persn
Маргарита,адресат,t:hum;r:propn;t:persn
Маргарита,аудитория,t:hum;r:propn;t:persn
день,аспект,pc:day;r:abstr;pt:part;t:time
уже,аспект,t:time
прокуратор,агенс,t:hum;r:concr
прокуратор,аудитория,t:hum;r:concr
сегодня,аспект,der:comp;t:time
днём,аспект,pc:day;r:abstr;pt:part;t:time
теперь,аспект,t:time;r:dem
прокуратор,агенс,t:hum;r:concr
прокуратор,аудитория,t:hum;r:concr
теперешние,аспект,der:adv;r:rel;t:time
прокуратору,агенс,t:hum;r:concr
прокуратору,аудитория,t:hum;r:concr
Иван,агенс,t:hum;r:propn;t:persn
Иван,адресат,t:hum;r:propn;t:persn
Иван,аудитория,t:hum;r:propn;t:persn
Николаевич,агенс,t:hum;t:patrn;r:propn;der:s
Николаевич,аудитория,t:hum;t:patrn;r:propn;der:s
Тут,адресат,t:place;r:dem
поглубже,адресат,t:place;dt:size:max;der:a
сейчас,аспект,der:comp;t:time
затем,аспект,der:apro;t:time;r:dem
затем,аспект,der:apro;t:time;r:dem
Венера,агенс,r:propn;t:hum:supernat;t:persn
Венера,адресат,r:propn;t:hum:supernat;t:persn
Венера,агенс,r:propn;t:hum:supernat;t:persn
Венера,адресат,r:propn;t:hum:supernat;t:persn
дурак,агенс,d:masc;t:hum;r:concr;ev:neg
дурак,аудитория,d:masc;t:hum;r:concr;ev:neg
бледный,атрибут,t:physq:color;r:qual
Господин,агенс,t:hum;r:concr
Господин,аудитория,t:hum;r:concr
доктор,агенс,t:hum;r:concr
доктор,аудитория,t:hum;r:concr
господин,агенс,t:hum;r:concr
господин,аудитория,t:hum;r:concr
Бледное,атрибут,t:physq:color;r:qual
Аксиньи,агенс,t:hum;r:propn;t:persn
Аксиньи,адресат,t:hum;r:propn;t:persn
Аксиньи,аудитория,t:hum;r:propn;t:persn
чёрном,атрибут,t:physq:color;r:qual
тут,адресат,t:place;r:dem
бледном,атрибут,t:physq:color;r:qual
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
Рвацкому,агенс,t:hum;r:propn;t:famn
Рвацкому,аудитория,t:hum;r:propn;t:famn
белую,атрибут,t:physq:color;r:qual
вечерам,аспект,pc:day;r:abstr;pt:part;t:time
слуг,агенс,der:v;t:hum;r:concr;d:nag
слуг,аудитория,der:v;t:hum;r:concr;d:nag
командира,агенс,der:v;t:hum;t:armpos;r:concr;d:nag
командира,аудитория,der:v;t:hum;t:armpos;r:concr;d:nag
рыжего,атрибут,t:physq:color;r:qual
человека,агенс,t:hum;r:concr
человека,аудитория,t:hum;r:concr
всегда,аспект,r:spec;t:time
